DFW data by course for Spring 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highlighted courses mean enrollment per term >= 20 and DFW rate >= 20% (red) or between 15% and 20% (yellow).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,DFW Rate,,,,,,,,,,,,,,,,"DFW equity gap (in percentage points)
compared to Female, Not Pell, White, Non-URM, and Not first generation, respectively.
Positive equity gap means the given group has a higher DFW rate than the comparison group",,,,,,,,,,Each group's percent of total course enrollment,,,,,,,,,,,,,
SSIS,Sociology,SOC,SOC 134,Sociology of Film,Upper,3,85,3.5%,10.6%,12.9%,4.3%,20.0%,4.0%,9.1%,0.0%,10.0%,,,25.0%,7.1%,11.8%,9.8%,8.9%,10.8%,-8.6,-16.0,1.9,-7.1,2.9,,,17.9,-2.0,-1.9,72.9%,27.1%,58.8%,12.9%,10.6%,47.1%,,,4.7%,16.5%,40.0%,60.0%,52.9%,
ALS,Communication Studies,COMS,COMS 114,Communic+American Culture,Upper,3,66,1.5%,10.6%,8.6%,12.9%,9.3%,13.0%,28.6%,0.0%,13.6%,,0.0%,0.0%,10.5%,5.6%,16.7%,11.1%,10.6%,4.3,3.7,18.0,-10.5,3.1,,-10.5,-10.5,11.1,0.5,53.0%,47.0%,34.8%,10.6%,3.0%,33.3%,,1.5%,7.6%,28.8%,54.5%,45.5%,27.3%,
ECS,Electrical and Electronic Engineering,EEE,EEE 130,Electromechanical Conversion,Upper,3,47,8.5%,10.6%,0.0%,13.2%,14.3%,5.3%,0.0%,0.0%,0.0%,0.0%,,25.0%,15.4%,14.7%,0.0%,12.5%,10.0%,13.2,-9.0,-15.4,-15.4,-15.4,-15.4,,9.6,-14.7,2.5,19.1%,80.9%,40.4%,4.3%,23.4%,21.3%,2.1%,,8.5%,27.7%,72.3%,27.7%,34.0%,
ALS,Music,MUSC,MUSC 9,Music In World Cultures,Lower,3,122,1.6%,10.7%,5.8%,17.0%,13.0%,8.8%,18.2%,14.3%,9.6%,,,0.0%,11.5%,10.2%,11.1%,10.9%,11.0%,11.2,-4.1,6.6,2.7,-1.9,,,-11.5,0.9,-0.1,56.6%,43.4%,55.7%,9.0%,17.2%,42.6%,,,6.6%,21.3%,48.4%,51.6%,37.7%,
ALS,English,ENGL,ENGL 125F,Teaching Oral Skills,Upper,3,28,0.0%,10.7%,4.8%,28.6%,6.7%,15.4%,100.0%,0.0%,10.0%,,,25.0%,0.0%,5.9%,18.2%,0.0%,9.5%,23.8,8.7,100.0,0.0,10.0,,,25.0,12.3,-9.5,75.0%,25.0%,46.4%,3.6%,14.3%,35.7%,,,14.3%,28.6%,60.7%,39.3%,17.9%,
ALS,History,HIST,HIST 137A,Latin Amer. Revolution 20th C.,Upper,3,28,0.0%,10.7%,28.6%,4.8%,15.4%,6.7%,,100.0%,6.7%,,,0.0%,11.1%,15.4%,6.7%,16.7%,6.3%,-23.8,-8.7,,88.9,-4.4,,,-11.1,-8.7,10.4,25.0%,75.0%,53.6%,,3.6%,53.6%,,,3.6%,32.1%,46.4%,53.6%,42.9%,
ALS,History,HIST,HIST 174A,History of Disability in US,Upper,3,28,0.0%,10.7%,10.0%,14.3%,17.6%,0.0%,0.0%,0.0%,10.0%,,,66.7%,0.0%,11.8%,9.1%,16.7%,9.5%,4.3,-17.6,0.0,0.0,10.0,,,66.7,-2.7,7.1,71.4%,25.0%,39.3%,3.6%,7.1%,35.7%,,,10.7%,39.3%,60.7%,39.3%,21.4%,
SSIS,Family and Consumer Sciences,FASH,FASH 33,Fashion Sustainability,Lower,3,37,0.0%,10.8%,9.7%,16.7%,17.4%,0.0%,25.0%,12.5%,7.7%,,,0.0%,20.0%,10.0%,11.8%,13.3%,9.1%,7.0,-17.4,5.0,-7.5,-12.3,,,-20.0,1.8,4.2,83.8%,16.2%,37.8%,10.8%,21.6%,35.1%,,,8.1%,13.5%,54.1%,45.9%,40.5%,
NSM,Geography,GEOG,GEOG 113,Climate,Upper,3,120,0.0%,10.8%,11.8%,10.1%,11.3%,10.3%,28.6%,28.6%,8.0%,,0.0%,20.0%,5.1%,11.3%,10.3%,13.3%,9.4%,-1.6,-0.9,23.4,23.4,2.9,,-5.1,14.9,-0.9,4.0,42.5%,57.5%,48.3%,5.8%,11.7%,41.7%,,0.8%,4.2%,32.5%,51.7%,48.3%,37.5%,
ECS,Computer Science,CSC,CSC 10,Intro Programming Logic,Lower,3,46,2.2%,10.9%,16.7%,8.8%,15.4%,9.1%,0.0%,9.1%,16.7%,,,,0.0%,8.3%,13.6%,15.0%,8.3%,-7.8,-6.3,0.0,9.1,16.7,,,,5.3,6.7,26.1%,73.9%,71.7%,8.7%,23.9%,39.1%,,,,10.9%,52.2%,47.8%,43.5%,
ALS,Communication Studies,COMS,COMS 108/FSHD 108,Family Communication,Upper,3,64,3.1%,10.9%,9.1%,22.2%,16.0%,7.7%,14.3%,7.7%,16.0%,,50.0%,0.0%,0.0%,3.3%,17.6%,16.7%,6.7%,13.1,-8.3,14.3,7.7,16.0,,50.0,0.0,14.3,10.0,85.9%,14.1%,60.9%,10.9%,20.3%,39.1%,,3.1%,6.3%,18.8%,46.9%,53.1%,28.1%,
ECS,Civil Engineering,CE,CE 130,Water Resources Engr,Upper,3,64,9.4%,10.9%,21.1%,6.7%,14.3%,8.3%,,7.1%,18.2%,,0.0%,50.0%,4.0%,9.6%,16.7%,18.8%,8.5%,-14.4,-6.0,,3.1,14.2,,-4.0,46.0,7.1,10.2,29.7%,70.3%,56.3%,,21.9%,17.2%,,1.6%,6.3%,39.1%,81.3%,18.8%,25.0%,
ALS,Art,ART,ART 192B,Senir Seminar Art History,Upper,3,9,0.0%,11.1%,11.1%,,14.3%,0.0%,,,0.0%,,,0.0%,25.0%,16.7%,0.0%,0.0%,12.5%,,-14.3,,,-25.0,,,-25.0,-16.7,-12.5,100.0%,,22.2%,,,33.3%,,,22.2%,44.4%,66.7%,33.3%,11.1%,
ALS,Communication Studies,JOUR,JOUR 130A,News Reporting I,Upper,3,27,0.0%,11.1%,9.1%,12.5%,21.4%,0.0%,0.0%,,30.0%,,,0.0%,0.0%,0.0%,25.0%,14.3%,10.5%,3.4,-21.4,0.0,,30.0,,,0.0,25.0,3.8,40.7%,59.3%,48.1%,7.4%,,37.0%,,,3.7%,40.7%,55.6%,44.4%,25.9%,
ALS,Communication Studies,JOUR,JOUR 130B,News Reporting II,Upper,3,27,0.0%,11.1%,9.1%,12.5%,21.4%,0.0%,0.0%,,30.0%,,,0.0%,0.0%,0.0%,25.0%,14.3%,10.5%,3.4,-21.4,0.0,,30.0,,,0.0,25.0,3.8,40.7%,59.3%,48.1%,7.4%,,37.0%,,,3.7%,40.7%,55.6%,44.4%,25.9%,
ALS,Department of Design,INTD,INTD 153,Interior Architecture Studio I,Upper,5,18,5.6%,11.1%,0.0%,40.0%,0.0%,18.2%,,0.0%,25.0%,,,0.0%,0.0%,0.0%,25.0%,12.5%,10.0%,40.0,18.2,,0.0,25.0,,,0.0,25.0,2.5,72.2%,27.8%,61.1%,,33.3%,44.4%,,,5.6%,16.7%,55.6%,44.4%,44.4%,
ALS,Humanities and Religious Studies,HRS,HRS 146,Islam in America,Upper,3,9,0.0%,11.1%,16.7%,0.0%,0.0%,16.7%,0.0%,,0.0%,,,,20.0%,16.7%,0.0%,0.0%,16.7%,-16.7,16.7,-20.0,,-20.0,,,,-16.7,-16.7,66.7%,33.3%,66.7%,11.1%,,22.2%,,,,55.6%,66.7%,33.3%,33.3%,
ALS,Music,MUSC,MUSC 3,MIDI Sequencing & Notation,Lower,2,18,11.1%,11.1%,0.0%,25.0%,18.2%,0.0%,100.0%,50.0%,0.0%,,,0.0%,0.0%,7.1%,25.0%,0.0%,12.5%,25.0,-18.2,100.0,50.0,0.0,,,0.0,17.9,-12.5,55.6%,44.4%,38.9%,5.6%,11.1%,16.7%,,,11.1%,38.9%,77.8%,22.2%,5.6%,
ALS,Philosophy,PHIL,PHIL 127,History of Ancient Philosophy,Upper,3,9,33.3%,11.1%,0.0%,25.0%,0.0%,16.7%,,0.0%,20.0%,,,,0.0%,0.0%,20.0%,0.0%,16.7%,25.0,16.7,,0.0,20.0,,,,20.0,-16.7,44.4%,44.4%,66.7%,,11.1%,55.6%,,,,33.3%,44.4%,55.6%,33.3%,
ALS,Theatre and Dance,THEA,THEA 140,Black Drama Afr Diaspora,Upper,3,54,0.0%,11.1%,12.5%,7.1%,15.4%,9.8%,12.0%,0.0%,10.0%,,,16.7%,0.0%,10.5%,11.4%,0.0%,15.4%,-5.4,-5.6,12.0,0.0,10.0,,,16.7,0.9,-15.4,74.1%,25.9%,75.9%,46.3%,11.1%,18.5%,,,11.1%,9.3%,35.2%,64.8%,24.1%,
COB,Management,HROB,HROB 152,Management Skills Seminar,Upper,3,36,5.6%,11.1%,3.8%,30.0%,9.1%,14.3%,25.0%,12.5%,11.1%,,,0.0%,0.0%,8.7%,15.4%,13.3%,9.5%,26.2,5.2,25.0,12.5,11.1,,,0.0,6.7,3.8,72.2%,27.8%,38.9%,11.1%,44.4%,25.0%,,,2.8%,8.3%,63.9%,36.1%,41.7%,
ECS,Construction Management,CM,CM 124,Engineering Construction,Upper,3,36,8.3%,11.1%,0.0%,12.1%,6.3%,15.0%,0.0%,66.7%,5.9%,,,0.0%,9.1%,17.6%,5.3%,10.5%,12.5%,12.1,8.8,-9.1,57.6,-3.2,,,-9.1,-12.4,-2.0,8.3%,91.7%,55.6%,5.6%,8.3%,47.2%,,,2.8%,30.6%,47.2%,52.8%,52.8%,
ECS,Electrical and Electronic Engineering,EEE,EEE 181,Intro Digitl Signl Proces,Upper,3,9,0.0%,11.1%,0.0%,14.3%,25.0%,0.0%,,0.0%,20.0%,,,,0.0%,0.0%,20.0%,20.0%,0.0%,14.3,-25.0,,0.0,20.0,,,,20.0,20.0,22.2%,77.8%,55.6%,,22.2%,55.6%,,,,11.1%,44.4%,55.6%,55.6%,
ECS,Electrical and Electronic Engineering,EEE,EEE 196A,PCB Design Fundamentals,Upper,1,9,0.0%,11.1%,,11.1%,50.0%,0.0%,0.0%,0.0%,33.3%,,,,0.0%,0.0%,25.0%,0.0%,12.5%,,-50.0,0.0,0.0,33.3,,,,25.0,-12.5,,100.0%,77.8%,11.1%,22.2%,33.3%,,,,33.3%,55.6%,44.4%,11.1%,
HHS,"Recreation, Parks, and Tourism Administration",RPTA,RPTA 110,Research & Evaluation RPTA,Upper,3,27,0.0%,11.1%,5.9%,20.0%,0.0%,17.6%,0.0%,0.0%,0.0%,,,25.0%,33.3%,15.8%,0.0%,20.0%,6.7%,14.1,17.6,-33.3,-33.3,-33.3,,,-8.3,-15.8,13.3,63.0%,37.0%,63.0%,7.4%,18.5%,22.2%,,,14.8%,22.2%,70.4%,29.6%,37.0%,
NSM,Geography,GEOG,GEOG 193B,Field Geog:Suburban-Rural,Upper,3,9,0.0%,11.1%,0.0%,12.5%,14.3%,0.0%,,0.0%,0.0%,,,,0.0%,25.0%,0.0%,33.3%,0.0%,12.5,-14.3,,0.0,0.0,,,,-25.0,33.3,11.1%,88.9%,22.2%,,11.1%,55.6%,,,,22.2%,44.4%,55.6%,33.3%,
NSM,Geology,GEOL,GEOL 10L,Physical Geology Lab,Lower,1,63,1.6%,11.1%,14.3%,4.8%,9.4%,12.9%,11.1%,11.1%,22.7%,0.0%,,0.0%,0.0%,3.2%,18.8%,10.3%,9.1%,-9.5,3.5,11.1,11.1,22.7,0.0,,0.0,15.5,1.3,66.7%,33.3%,49.2%,14.3%,14.3%,34.9%,1.6%,,11.1%,20.6%,49.2%,50.8%,46.0%,
HHS,Criminal Justice,CRJ,CRJ 112,Gangs & Threat Grps In Amer,Upper,3,258,2.7%,11.2%,13.4%,8.9%,11.2%,11.3%,9.1%,11.1%,9.7%,0.0%,100.0%,12.5%,10.0%,12.6%,10.2%,11.2%,9.3%,-4.6,0.1,-0.9,1.1,-0.3,-10.0,90.0,2.5,-2.4,1.9,51.9%,48.1%,51.6%,4.3%,10.5%,51.9%,0.4%,0.4%,3.1%,23.3%,43.0%,57.0%,45.0%,
NSM,Biological Sciences,BIO,BIO 133,Cardio-Resp-Renal Physiology,Upper,3,53,1.9%,11.3%,11.8%,10.5%,9.1%,12.9%,0.0%,4.8%,10.5%,,,,22.2%,12.1%,10.0%,8.3%,14.3%,-1.2,3.8,-22.2,-17.5,-11.7,,,,-2.1,-6.0,64.2%,35.8%,58.5%,1.9%,39.6%,35.8%,,,,17.0%,62.3%,37.7%,45.3%,
SSIS,Economics,ECON,ECON 113,Economic History Of US,Upper,3,106,12.3%,11.3%,11.1%,11.4%,13.3%,8.7%,0.0%,7.4%,18.2%,,0.0%,0.0%,8.7%,9.2%,14.6%,16.2%,7.7%,0.3,-4.6,-8.7,-1.3,9.5,,-8.7,-8.7,5.4,8.5,25.5%,74.5%,43.4%,6.6%,25.5%,31.1%,,0.9%,4.7%,21.7%,61.3%,38.7%,34.9%,
ECS,Computer Science,CSC,CSC 134,Database Management Systems,Upper,3,203,6.4%,11.3%,15.6%,10.5%,9.2%,14.3%,11.1%,8.7%,15.4%,,0.0%,12.5%,7.1%,10.5%,14.0%,7.8%,11.1%,-5.1,5.0,4.0,1.6,8.2,,-7.1,5.4,3.5,-3.3,15.8%,84.2%,41.4%,4.4%,34.0%,19.2%,,1.0%,3.9%,27.6%,75.4%,24.6%,25.1%,
ALS,Department of Design,PHOT,PHOT 12,Digital Photo II,Lower,3,44,4.5%,11.4%,4.2%,20.0%,4.5%,18.2%,0.0%,0.0%,18.2%,,,0.0%,0.0%,4.8%,17.4%,17.6%,3.8%,15.8,13.6,0.0,0.0,18.2,,,0.0,12.6,13.8,54.5%,45.5%,50.0%,2.3%,11.4%,50.0%,,,9.1%,13.6%,47.7%,52.3%,38.6%,
HHS,Kinesiology,KINS,KINS 156,Care Of Athletic Injuries,Upper,3,176,0.6%,11.4%,8.7%,15.3%,10.7%,12.0%,13.3%,11.4%,13.7%,,0.0%,0.0%,7.9%,9.3%,13.3%,15.9%,8.1%,6.6,1.2,5.4,3.5,5.8,,-7.9,-7.9,4.0,7.8,59.1%,40.9%,52.3%,8.5%,19.9%,41.5%,,1.1%,2.3%,21.6%,48.9%,51.1%,35.8%,
NSM,Biological Sciences,BIO,BIO 186A,Cell+Molecular Bio Sem,Upper,1,44,0.0%,11.4%,17.9%,0.0%,18.8%,7.1%,50.0%,0.0%,22.2%,,0.0%,0.0%,11.8%,6.3%,25.0%,11.8%,11.1%,-17.9,-11.6,38.2,-11.8,10.5,,-11.8,-11.8,18.8,0.7,63.6%,36.4%,63.6%,4.5%,18.2%,20.5%,,2.3%,15.9%,38.6%,72.7%,27.3%,38.6%,
SSIS,Social Sciences and Interdisciplinary Studies,ASIA,ASIA 111,Asian Diaspora and Migration,Upper,3,44,4.5%,11.4%,6.7%,21.4%,5.3%,16.0%,0.0%,7.7%,17.6%,,,0.0%,0.0%,8.0%,15.8%,20.0%,7.1%,14.8,10.7,0.0,7.7,17.6,,,0.0,7.8,12.9,68.2%,31.8%,56.8%,4.5%,29.5%,38.6%,,,4.5%,15.9%,56.8%,43.2%,34.1%,
HHS,Kinesiology,KINS,KINS 165,Theory of Coaching,Upper,3,35,5.7%,11.4%,18.2%,8.3%,5.3%,18.8%,20.0%,16.7%,18.2%,,,,0.0%,5.3%,18.8%,27.3%,4.3%,-9.8,13.5,20.0,16.7,18.2,,,,13.5,22.9,31.4%,68.6%,45.7%,14.3%,17.1%,31.4%,,,,25.7%,54.3%,45.7%,31.4%,
ED,Undergraduate Studies in Education,EDUC,EDUC 21,First Year Seminar,Lower,3,96,0.0%,11.5%,10.4%,12.5%,4.7%,17.0%,0.0%,4.2%,15.0%,0.0%,,0.0%,18.8%,9.8%,13.3%,13.3%,9.5%,2.1,12.3,-18.8,-14.6,-3.8,-18.8,,-18.8,3.5,3.8,50.0%,50.0%,55.2%,4.2%,25.0%,41.7%,1.0%,,5.2%,16.7%,53.1%,46.9%,31.3%,
COB,Finance and Insurance and RE,FIN,FIN 135,Investments,Upper,3,122,4.9%,11.5%,12.2%,11.1%,10.0%,13.5%,16.7%,14.3%,8.8%,,,0.0%,6.3%,12.2%,10.0%,14.0%,10.3%,-1.1,3.5,10.4,8.0,2.6,,,-6.3,-2.2,3.7,33.6%,66.4%,42.6%,4.9%,28.7%,27.9%,,,5.7%,26.2%,67.2%,32.8%,35.2%,
ALS,Department of Design,PHOT,PHOT 155,Advanced Photography Technique,Upper,3,26,0.0%,11.5%,8.3%,14.3%,18.2%,6.7%,50.0%,0.0%,0.0%,,,50.0%,14.3%,14.3%,8.3%,0.0%,17.6%,6.0,-11.5,35.7,-14.3,-14.3,,,35.7,-6.0,-17.6,46.2%,53.8%,57.7%,7.7%,15.4%,38.5%,,,7.7%,26.9%,53.8%,46.2%,23.1%,
ECS,Electrical and Electronic Engineering,EEE,EEE 109,Electronics II,Upper,4,26,7.7%,11.5%,12.5%,11.8%,23.1%,0.0%,0.0%,0.0%,20.0%,,,33.3%,0.0%,7.1%,16.7%,20.0%,6.7%,-0.7,-23.1,0.0,0.0,20.0,,,33.3,9.5,13.3,30.8%,65.4%,50.0%,7.7%,19.2%,38.5%,,,11.5%,19.2%,53.8%,46.2%,38.5%,
SSIS,Ethnic Studies,ETHN,ETHN 122,Sikh Amer & Globalization,Upper,3,26,0.0%,11.5%,27.3%,0.0%,0.0%,23.1%,0.0%,0.0%,60.0%,,,0.0%,0.0%,0.0%,50.0%,20.0%,0.0%,-27.3,23.1,0.0,0.0,60.0,,,0.0,50.0,20.0,42.3%,57.7%,50.0%,3.8%,57.7%,19.2%,,,3.8%,3.8%,76.9%,23.1%,57.7%,
ALS,English,ENGL,ENGL 105,Film Theory+Criticism,Upper,4,43,4.7%,11.6%,0.0%,20.0%,8.7%,15.0%,0.0%,0.0%,20.0%,,,0.0%,14.3%,5.3%,16.7%,33.3%,0.0%,20.0,6.3,-14.3,-14.3,5.7,,,-14.3,11.4,33.3,41.9%,58.1%,46.5%,9.3%,11.6%,46.5%,,,11.6%,16.3%,44.2%,55.8%,34.9%,
SSIS,Political Science,POLS,POLS 158,Mass Media & American Politics,Upper,3,43,2.3%,11.6%,11.1%,12.5%,15.4%,5.9%,0.0%,50.0%,10.0%,,0.0%,0.0%,15.4%,15.0%,8.7%,7.1%,13.8%,1.4,-9.5,-15.4,34.6,-5.4,,-15.4,-15.4,-6.3,-6.7,62.8%,37.2%,39.5%,4.7%,4.7%,46.5%,,2.3%,11.6%,30.2%,46.5%,53.5%,32.6%,
HHS,Criminal Justice,CRJ,CRJ 2,Law of Crimes,Lower,3,171,2.3%,11.7%,8.7%,16.4%,13.5%,10.3%,17.6%,7.7%,12.5%,0.0%,,0.0%,5.7%,9.2%,13.2%,16.4%,5.3%,7.7,-3.2,11.9,2.0,6.8,-5.7,,-5.7,4.0,11.2,60.2%,39.2%,56.7%,9.9%,7.6%,51.5%,0.6%,,4.7%,20.5%,38.0%,62.0%,42.7%,
ED,Undergraduate Studies in Education,DEAF,DEAF 51,American Sign Language 1,Lower,4,359,1.1%,11.7%,12.5%,8.2%,9.5%,13.7%,13.2%,9.1%,13.3%,100.0%,0.0%,14.3%,7.4%,9.8%,13.6%,12.1%,10.8%,-4.3,4.2,5.7,1.6,5.9,92.6,-7.4,6.8,3.8,1.3,75.8%,23.7%,52.9%,10.6%,12.3%,37.6%,0.3%,0.6%,7.8%,26.2%,51.0%,49.0%,36.8%,
ALS,Art,ART,ART 1C,Global Modern & Contemp Art,Lower,3,111,1.8%,11.7%,10.2%,13.7%,5.9%,16.7%,11.1%,26.3%,15.6%,,0.0%,0.0%,0.0%,8.9%,14.5%,20.5%,6.7%,3.6,10.8,11.1,26.3,15.6,,0.0,0.0,5.6,13.8,53.2%,45.9%,54.1%,8.1%,17.1%,40.5%,,0.9%,8.1%,15.3%,50.5%,49.5%,39.6%,
ALS,Communication Studies,JOUR,COMS 153/JOUR 153,Journalism Law + Ethics,Upper,3,34,2.9%,11.8%,9.1%,16.7%,7.1%,15.0%,20.0%,0.0%,11.8%,,,,11.1%,8.3%,13.6%,25.0%,8.3%,7.6,7.9,8.9,-11.1,0.7,,,,5.3,16.7,64.7%,35.3%,58.8%,14.7%,8.8%,50.0%,,,,26.5%,35.3%,64.7%,23.5%,
ALS,Theatre and Dance,THEA,THEA 20,Lighting,Lower,3,17,0.0%,11.8%,9.1%,16.7%,22.2%,0.0%,25.0%,0.0%,0.0%,,,0.0%,0.0%,10.0%,14.3%,33.3%,7.1%,7.6,-22.2,25.0,0.0,0.0,,,0.0,4.3,26.2,64.7%,35.3%,47.1%,23.5%,11.8%,17.6%,,,11.8%,23.5%,58.8%,41.2%,17.6%,
ALS,World Languages & Literatures,SPAN,SPAN 102,Spanish Phonetics,Upper,3,17,17.6%,11.8%,7.7%,25.0%,0.0%,18.2%,,,13.3%,,,,0.0%,0.0%,13.3%,0.0%,50.0%,17.3,18.2,,,13.3,,,,13.3,-50.0,76.5%,23.5%,64.7%,,,88.2%,,,,5.9%,11.8%,88.2%,76.5%,
HHS,Kinesiology,KINS,KINS 152B,Exer Physiology Of Women,Upper,2,17,5.9%,11.8%,10.0%,14.3%,20.0%,0.0%,0.0%,0.0%,22.2%,,,,0.0%,0.0%,20.0%,10.0%,14.3%,4.3,-20.0,0.0,0.0,22.2,,,,20.0,-4.3,58.8%,41.2%,41.2%,5.9%,17.6%,52.9%,,,,23.5%,41.2%,58.8%,58.8%,
HHS,"Recreation, Parks, and Tourism Administration",RPTA,RPTA 195Q,Part Intrn: Rec Park NonPr Mgt,Upper,6,6,,11.8%,25.0%,0.0%,14.3%,0.0%,,0.0%,0.0%,,,,25.0%,14.3%,0.0%,25.0%,0.0%,-25.0,-14.3,,-25.0,-25.0,,,,-14.3,25.0,50.0%,50.0%,16.7%,,16.7%,16.7%,,,,50.0%,83.3%,16.7%,50.0%,
NSM,Biological Sciences,BIO,BIO 103,Plants+Civilization,Upper,3,51,3.9%,11.8%,11.4%,12.5%,8.3%,14.8%,0.0%,0.0%,27.8%,,,0.0%,9.1%,3.2%,25.0%,30.8%,5.4%,1.1,6.5,-9.1,-9.1,18.7,,,-9.1,21.8,25.4,68.6%,31.4%,52.9%,3.9%,23.5%,35.3%,,,5.9%,21.6%,60.8%,39.2%,25.5%,
NSM,Physics,PHYS,PHYS 124,Thermodynamics+Stat Mech,Upper,3,17,5.9%,11.8%,14.3%,10.0%,0.0%,18.2%,,20.0%,0.0%,,,50.0%,0.0%,15.4%,0.0%,14.3%,12.5%,-4.3,18.2,,20.0,0.0,,,50.0,-15.4,1.8,41.2%,58.8%,64.7%,,29.4%,23.5%,,,11.8%,29.4%,76.5%,23.5%,41.2%,
SSIS,Ethnic Studies,ETHN,ETHN 150,Native Oral Trad/Stories,Upper,3,34,5.9%,11.8%,15.0%,7.1%,9.5%,15.4%,0.0%,0.0%,14.3%,,,,14.3%,12.5%,11.1%,0.0%,17.6%,-7.9,5.9,-14.3,-14.3,0.0,,,,-1.4,-17.6,58.8%,41.2%,38.2%,11.8%,8.8%,41.2%,,,,20.6%,47.1%,52.9%,44.1%,
SSIS,Psychology,PSYC,PSYC 2,Introductory Psychology,Lower,3,493,2.8%,11.8%,9.7%,16.0%,9.6%,13.9%,22.6%,11.8%,11.9%,0.0%,0.0%,6.1%,5.4%,10.8%,12.9%,14.5%,10.0%,6.3,4.3,17.2,6.4,6.5,-5.4,-5.4,0.7,2.1,4.5,66.9%,33.1%,49.5%,6.3%,24.1%,39.4%,0.2%,1.4%,6.7%,15.0%,52.7%,47.3%,36.3%,
NSM,Physics,PHYS,PHYS 5B,"Gen Phys-Lgt,Elec,Mag,Phy",Lower,4,237,14.8%,11.8%,14.2%,9.9%,10.1%,13.6%,28.6%,8.5%,16.8%,,0.0%,10.0%,7.3%,7.1%,17.1%,16.5%,9.0%,-4.2,3.5,21.3,1.2,9.6,,-7.3,2.7,10.0,7.5,44.7%,55.3%,49.8%,3.0%,19.8%,42.6%,,1.3%,4.2%,23.2%,53.2%,46.8%,38.4%,
SSIS,Ethnic Studies,ETHN,ETHN 110,Asian American Experience,Upper,3,76,2.6%,11.8%,7.9%,15.8%,13.2%,10.5%,40.0%,8.8%,11.5%,,,25.0%,0.0%,8.9%,16.1%,10.3%,13.0%,7.9,-2.6,40.0,8.8,11.5,,,25.0,7.2,-2.7,50.0%,50.0%,50.0%,6.6%,44.7%,34.2%,,,5.3%,5.3%,59.2%,40.8%,38.2%,
HHS,Criminal Justice,CRJ,CRJ 151,White Collar Crime,Upper,3,59,0.0%,11.9%,21.7%,5.6%,12.5%,11.1%,0.0%,50.0%,6.5%,,,0.0%,14.3%,20.8%,5.7%,8.7%,14.7%,-16.2,-1.4,-14.3,35.7,-7.8,,,-14.3,-15.1,-6.0,39.0%,61.0%,45.8%,6.8%,10.2%,52.5%,,,1.7%,23.7%,40.7%,59.3%,39.0%,
HHS,Kinesiology,KINS,KINS 151,Kinesiology,Upper,3,126,4.0%,11.9%,19.6%,5.7%,1.6%,21.5%,37.5%,7.1%,13.6%,0.0%,0.0%,10.0%,9.7%,8.3%,16.7%,25.6%,5.7%,-13.9,19.9,27.8,-2.5,4.0,-9.7,-9.7,0.3,8.3,19.9,44.4%,55.6%,51.6%,6.3%,22.2%,34.9%,0.8%,0.8%,7.9%,24.6%,57.1%,42.9%,31.0%,
SSIS,Anthropology,ANTH,ANTH 2,Intro Cultural Anthro,Lower,3,293,2.4%,11.9%,11.7%,12.4%,13.1%,10.8%,15.0%,8.3%,15.7%,0.0%,0.0%,17.6%,4.5%,8.0%,15.4%,11.5%,12.0%,0.7,-2.3,10.5,3.8,11.1,-4.5,-4.5,13.1,7.4,-0.4,64.2%,35.8%,50.5%,6.8%,20.5%,45.7%,0.3%,0.3%,5.8%,15.0%,46.8%,53.2%,35.5%,
SSIS,Sociology,SOC,SOC 190,Sociology of Small Groups,Upper,3,117,0.0%,12.0%,10.2%,21.1%,11.1%,12.7%,0.0%,8.7%,18.6%,,,0.0%,0.0%,6.7%,15.3%,10.9%,13.5%,10.8,1.6,0.0,8.7,18.6,,,0.0,8.6,-2.5,83.8%,16.2%,53.8%,11.1%,19.7%,50.4%,,,3.4%,12.0%,38.5%,61.5%,54.7%,
ED,Undergraduate Studies in Education,CHAD,CHAD 146,Youth devpt,Upper,3,75,2.7%,12.0%,8.6%,60.0%,11.1%,12.5%,22.2%,22.2%,14.8%,,0.0%,0.0%,5.3%,7.9%,16.2%,12.5%,10.3%,51.4,1.4,17.0,17.0,9.6,,-5.3,-5.3,8.3,2.2,93.3%,6.7%,64.0%,12.0%,12.0%,36.0%,,1.3%,2.7%,25.3%,50.7%,49.3%,42.7%,
NSM,Geography,GEOG,GEOG 109,Geographic Info Systems,Upper,3,50,2.0%,12.0%,12.5%,11.5%,10.0%,15.0%,0.0%,23.1%,8.3%,,,0.0%,11.1%,13.5%,7.7%,10.0%,12.8%,-1.0,5.0,-11.1,12.0,-2.8,,,-11.1,-5.8,-2.8,48.0%,52.0%,40.0%,2.0%,26.0%,24.0%,,,6.0%,36.0%,74.0%,26.0%,20.0%,
NSM,Geography,GEOG,GEOG 121,United States+Canada,Upper,3,58,8.6%,12.1%,13.6%,11.1%,10.3%,15.8%,0.0%,33.3%,5.6%,,,0.0%,15.4%,15.4%,5.3%,0.0%,12.5%,-2.5,5.5,-15.4,17.9,-9.8,,,-15.4,-10.1,-12.5,37.9%,62.1%,32.8%,1.7%,10.3%,31.0%,,,6.9%,44.8%,67.2%,32.8%,12.1%,
